twitter,instagram,facebook,snapchat,youtube,whatsapp,pinterest,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,age,education
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,5.0,1.0,68,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,1.0,,3.0,20.0,62,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,,40,5
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,3.0,4.0,24,6
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,60,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,35.0,68,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,54,6
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,3.0,2.0,4.0,5.0,27,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,2.0,1.0,35,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,20.0,38,3
1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,,1.0,40.0,24,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,7.0,32,6
1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,4.0,1.0,2.0,44,5
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,,3.0,,65,5
1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,18,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,8.0,49,5
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,45.0,37,6
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,4.0,41,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,74,3
1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,,3.0,6.0,34,4
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,5.0,5.0,5.0,5.0,25,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,2.0,54,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,1.0,,4.0,12.0,57,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,41,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,59,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,71,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,7.0,47,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,10.0,62,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,23.0,24,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,59,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,,4.0,7.0,52,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,3.0,96.0,21,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,,4.0,24.0,45,7
2.0,2.0,8.0,2.0,2.0,2.0,2.0,,,,,,2.0,75,6
2.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,,,2.0,67,99
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,66,2
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,4.0,3.0,5.0,27,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,5.0,,,,73,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,1.0,,1.0,7.0,25,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,60.0,65,8
1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,,,,3.0,1.0,48,5
1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,,5.0,31,6
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,5.0,27,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,20.0,46,6
1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,1.0,,4.0,6.0,51,5
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,2.0,3.0,2.0,,53,3
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,1.0,,1.0,3.0,41,3
1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,,24,3
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,12.0,28,6
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,41,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,3.0,67,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,58,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,21,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,21,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,,70,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,2.0,68,4
1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,5.0,8.0,99,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,82,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,,39,6
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,6.0,73,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,97.0,25,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,29,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,51,7
1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,90.0,23,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,1.0,,1.0,12.0,64,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,26,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,87,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,3.0,15.0,29,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,1.0,97.0,43,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,50.0,63,4
1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,2.0,22.0,43,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,26.0,61,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,,4.0,36,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,98.0,46,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,26.0,38,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,15.0,57,4
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,,26,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,20,4
2.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,3.0,28.0,32,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,18,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,21,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,56,3
2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,23,2
1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,3.0,4.0,15.0,56,8
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,,3.0,12.0,58,6
1.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,,2.0,2.0,,5.0,18,2
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,4.0,,,5.0,85,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,48,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,24.0,47,8
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,1.0,,18,2
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,2.0,,45,8
1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,4.0,20,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,20.0,49,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,25,3
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,1.0,,1.0,10.0,19,3
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,5.0,1.0,,,5.0,30,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,71,98
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,,3.0,2.0,63,2
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,4.0,2.0,3.0,5.0,23,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,70,1
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,1.0,55,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,4.0,,43,2
2.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,1.0,3.0,3.0,20,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,50,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,18,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,71,1
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,3.0,1.0,33,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,,64,98
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,20.0,73,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,61,1
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,2.0,51,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,,5.0,15.0,51,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,20.0,33,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,98.0,68,1
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,,3.0,,27,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,5.0,98.0,80,6
1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,,3.0,,3.0,3.0,50,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,30,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,,34,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,5.0,,60,2
2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,5.0,60,2
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,32,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,1.0,,44,5
9.0,2.0,9.0,1.0,9.0,1.0,9.0,,,,2.0,,12.0,99,7
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,3.0,30.0,30,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,,3.0,50.0,53,7
1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,3.0,5.0,21,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,99,5
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,19,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,2.0,62,4
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,4.0,20,2
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,81,2
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0,3.0,3.0,43,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,1.0,37,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,1.0,,23,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,1.0,6.0,62,5
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,2.0,12.0,65,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,8.0,60,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,3.0,6.0,74,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,15.0,37,7
1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,3.0,4.0,1.0,10.0,25,6
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,,15.0,45,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,97.0,36,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,81,1
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,12.0,66,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,50.0,33,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,,52,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,,1.0,90.0,37,7
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,3.0,,3.0,,85,3
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,4.0,4.0,3.0,55,6
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,19,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,29,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,,2.0,7.0,31,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,8.0,60,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,2.0,56,7
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,3.0,20.0,35,5
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,30.0,25,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,4.0,60,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,63,3
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,10.0,18,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,1.0,45.0,38,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,,41,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,97.0,20,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,50,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,6.0,60,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,30.0,42,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,,44,7
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0,3.0,3.0,6.0,51,8
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,5.0,,1.0,50.0,19,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,15.0,22,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,,1.0,,34,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,5.0,20,5
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,5.0,2.0,2.0,20,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,30,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,15.0,25,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,6.0,38,7
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,2.0,5.0,24,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,6.0,74,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,54,2
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,62,1
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,4.0,,70,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,5.0,55,2
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,2.0,3.0,46,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,57,1
2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,,10.0,20,5
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,,40,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,10.0,30,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,,21,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,3.0,10.0,99,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,1.0,4.0,36.0,36,6
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,97.0,70,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,25.0,46,8
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,20.0,33,4
1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,,4.0,5.0,1.0,30.0,20,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,99,5
1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,,,,,25.0,64,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,89,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,66,6
1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,3.0,20.0,50,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,,4.0,12.0,64,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,63,5
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,1.0,,1.0,5.0,39,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,1.0,45.0,45,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,4.0,,,20.0,60,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,2.0,60,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,96.0,75,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,44,4
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,11.0,33,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,43,4
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,4.0,2.0,46,3
2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,2.0,12.0,54,4
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,,3.0,24.0,64,6
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,3.0,5.0,1.0,9.0,21,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,2.0,60,2
1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,4.0,3.0,46,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,3.0,15.0,27,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,2.0,55,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,6.0,44,7
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,2.0,,5.0,6.0,72,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,12.0,56,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,3.0,12.0,53,8
2.0,2.0,1.0,2.0,1.0,8.0,2.0,,,3.0,,3.0,1.0,59,6
1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,,,,5.0,15.0,43,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,1.0,,3.0,,49,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,29,8
1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,2.0,70,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,3.0,,48,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,2.0,,3.0,50.0,71,5
1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,,3.0,25.0,66,4
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,2.0,5.0,35,3
1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,29,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,,4.0,,51,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,4.0,45.0,74,7
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,36,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,3.0,2.0,63,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,48,8
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,3.0,3.0,69,4
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,50,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,76,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,3.0,6.0,43,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,19,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,56,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,8.0,,53,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,12.0,68,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,30.0,39,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,1.0,66,5
2.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,19,3
1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,1.0,44,8
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,,1.0,,58,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,3.0,32,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,75.0,35,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,58,2
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0,1.0,2.0,23,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,,40,1
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,4.0,3.0,6.0,39,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,2.0,38,1
1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,,4.0,3.0,74,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,86,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,8.0,59,4
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,4.0,,30,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,97.0,29,6
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,10.0,34,8
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,20.0,27,8
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,,2.0,12.0,45,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,1.0,5.0,55,7
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,5.0,,62,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,1.0,6.0,99,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,64,2
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,47,2
1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,,18,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,12.0,36,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,59,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,3.0,,1.0,20.0,66,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,,1.0,97.0,62,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,30,5
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,12.0,65,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,2.0,62,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,4.0,50,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,60,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,,3.0,25.0,57,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,99.0,67,3
1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,,,3.0,5.0,31,8
1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,,,,42,6
1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,,3.0,20.0,36,8
1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,3.0,52,6
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,5.0,,49,3
2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,2.0,12.0,64,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,,48,1
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,62,3
2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,4.0,2.0,,,50,1
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,1.0,3.0,21,5
1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,1.0,,4.0,5.0,34,7
